week_start,iso3,disease_code,entity_key,true_latent_outbreaks,detected_outbreaks,eventually_notified_outbreaks,true_ascertainment,true_suitability,usage,data_realism
2020-02-10,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.3337,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,DEU,HPAI,DEU|HPAI,0,0,0,0.82,0.7561,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.7032,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,BEL,HPAI,BEL|HPAI,0,0,0,0.82,0.6825,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,ITA,HPAI,ITA|HPAI,1,0,0,0.82,1.9883,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,ESP,HPAI,ESP|HPAI,0,0,0,0.82,1.7516,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,POL,HPAI,POL|HPAI,0,0,0,0.56,0.4789,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,HUN,HPAI,HUN|HPAI,0,0,0,0.56,1.0657,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.8045,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,BGR,HPAI,BGR|HPAI,1,0,0,0.56,1.5351,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,SRB,HPAI,SRB|HPAI,0,0,0,0.56,2.2067,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.631,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,MDA,HPAI,MDA|HPAI,0,0,0,0.29,2.0148,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.2869,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.4486,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.3638,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,ISR,HPAI,ISR|HPAI,3,2,2,0.82,1.7119,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.6516,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,TUN,HPAI,TUN|HPAI,0,0,0,0.29,1.8483,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-10,MAR,HPAI,MAR|HPAI,0,0,0,0.29,1.4358,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.4416,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,DEU,HPAI,DEU|HPAI,0,0,0,0.82,0.9595,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.5519,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,BEL,HPAI,BEL|HPAI,0,0,0,0.82,0.6653,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,ITA,HPAI,ITA|HPAI,0,0,0,0.82,1.9122,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,ESP,HPAI,ESP|HPAI,1,1,1,0.82,2.5089,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,POL,HPAI,POL|HPAI,0,0,0,0.56,0.5562,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,HUN,HPAI,HUN|HPAI,1,0,0,0.56,1.5848,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.5054,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,BGR,HPAI,BGR|HPAI,0,0,0,0.56,2.0276,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,SRB,HPAI,SRB|HPAI,0,0,0,0.56,1.6653,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.9573,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,MDA,HPAI,MDA|HPAI,0,0,0,0.29,2.5668,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.2398,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.4387,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.4659,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,ISR,HPAI,ISR|HPAI,1,0,0,0.82,1.7241,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,EGY,HPAI,EGY|HPAI,1,0,0,0.29,0.6817,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,TUN,HPAI,TUN|HPAI,1,0,0,0.29,1.7891,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-17,MAR,HPAI,MAR|HPAI,0,0,0,0.29,1.1148,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.2417,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,DEU,HPAI,DEU|HPAI,0,0,0,0.82,0.9387,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.8831,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,BEL,HPAI,BEL|HPAI,1,0,0,0.82,0.8479,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,ITA,HPAI,ITA|HPAI,2,2,2,0.82,1.6892,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,ESP,HPAI,ESP|HPAI,0,0,0,0.82,1.8629,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,POL,HPAI,POL|HPAI,0,0,0,0.56,0.6132,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,HUN,HPAI,HUN|HPAI,1,1,1,0.56,1.8093,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,ROU,HPAI,ROU|HPAI,0,0,0,0.56,2.4829,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,BGR,HPAI,BGR|HPAI,1,1,1,0.56,1.9359,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,SRB,HPAI,SRB|HPAI,1,1,1,0.56,1.9829,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.9691,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,MDA,HPAI,MDA|HPAI,0,0,0,0.29,1.9551,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.5454,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.4349,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,GEO,HPAI,GEO|HPAI,0,0,0,0.29,2.2501,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,ISR,HPAI,ISR|HPAI,0,0,0,0.82,1.6044,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.6347,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,TUN,HPAI,TUN|HPAI,0,0,0,0.29,1.7649,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-02-24,MAR,HPAI,MAR|HPAI,1,0,0,0.29,1.1648,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.5695,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,DEU,HPAI,DEU|HPAI,0,0,0,0.82,1.2117,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,NLD,HPAI,NLD|HPAI,0,0,0,0.82,1.0997,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,BEL,HPAI,BEL|HPAI,1,1,1,0.82,0.8461,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,ITA,HPAI,ITA|HPAI,2,2,2,0.82,1.9821,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,ESP,HPAI,ESP|HPAI,0,0,0,0.82,1.8732,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,POL,HPAI,POL|HPAI,0,0,0,0.56,0.717,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,HUN,HPAI,HUN|HPAI,2,2,2,0.56,1.6628,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.6841,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,BGR,HPAI,BGR|HPAI,0,0,0,0.56,2.1323,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,SRB,HPAI,SRB|HPAI,0,0,0,0.56,2.5116,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,UKR,HPAI,UKR|HPAI,1,0,0,0.29,1.8075,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,MDA,HPAI,MDA|HPAI,0,0,0,0.29,1.7993,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.4934,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,TUR,HPAI,TUR|HPAI,1,1,1,0.56,1.9733,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,GEO,HPAI,GEO|HPAI,1,0,0,0.29,2.1703,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,ISR,HPAI,ISR|HPAI,0,0,0,0.82,1.1225,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.8156,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,TUN,HPAI,TUN|HPAI,1,0,0,0.29,1.6122,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-02,MAR,HPAI,MAR|HPAI,0,0,0,0.29,1.3639,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,FRA,HPAI,FRA|HPAI,1,1,1,0.82,2.2877,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,DEU,HPAI,DEU|HPAI,1,1,1,0.82,1.714,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,NLD,HPAI,NLD|HPAI,0,0,0,0.82,1.3279,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,BEL,HPAI,BEL|HPAI,0,0,0,0.82,1.1263,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,ITA,HPAI,ITA|HPAI,1,1,1,0.82,2.302,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,ESP,HPAI,ESP|HPAI,0,0,0,0.82,2.1634,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,POL,HPAI,POL|HPAI,0,0,0,0.56,0.9485,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,HUN,HPAI,HUN|HPAI,2,0,0,0.56,2.3319,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,ROU,HPAI,ROU|HPAI,0,0,0,0.56,2.0067,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,BGR,HPAI,BGR|HPAI,0,0,0,0.56,1.8961,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,SRB,HPAI,SRB|HPAI,1,0,0,0.56,2.5694,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,UKR,HPAI,UKR|HPAI,0,0,0,0.29,3.0691,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,MDA,HPAI,MDA|HPAI,0,0,0,0.29,1.2631,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.6882,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,TUR,HPAI,TUR|HPAI,1,1,1,0.56,2.6549,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,GEO,HPAI,GEO|HPAI,1,0,0,0.29,2.2463,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.8923,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2020-03-09,EGY,HPAI,EGY|HPAI,1,0,0,0.29,0.725,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
