week_start,iso3,t2m_mean_c,t2m_min_c,t2m_max_c,total_precipitation_mm,relative_humidity_pct,wind_speed_10m_ms,aggregation,release_lag_days,data_realism
2020-02-03,BEL,-9.471,-14.071,-4.371,35.491,73.97,3.71,country_area_weighted_mean,6,synthetic
2020-02-03,ITA,-1.376,-5.976,3.724,25.649,68.81,3.513,country_area_weighted_mean,6,synthetic
2020-02-03,ESP,-2.625,-7.225,2.475,22.816,71.03,3.456,country_area_weighted_mean,6,synthetic
2020-02-03,POL,-10.28,-14.88,-5.18,73.048,81.96,4.461,country_area_weighted_mean,6,synthetic
2020-02-03,HUN,-7.305,-11.905,-2.205,28.265,72.97,3.565,country_area_weighted_mean,6,synthetic
2020-02-03,ROU,-6.264,-10.864,-1.164,69.155,80.31,4.383,country_area_weighted_mean,6,synthetic
2020-02-03,BGR,-4.128,-8.728,0.972,53.541,72.03,4.071,country_area_weighted_mean,6,synthetic
2020-02-03,SRB,-4.166,-8.766,0.934,62.996,78.58,4.26,country_area_weighted_mean,6,synthetic
2020-02-03,UKR,-7.194,-11.794,-2.094,26.077,75.17,3.522,country_area_weighted_mean,6,synthetic
2020-02-03,MDA,-6.177,-10.777,-1.077,44.412,74.06,3.888,country_area_weighted_mean,6,synthetic
2020-02-03,RUS,-11.347,-15.947,-6.247,29.681,80.92,3.594,country_area_weighted_mean,6,synthetic
2020-02-03,TUR,-0.721,-5.321,4.379,26.062,73.99,3.521,country_area_weighted_mean,6,synthetic
2020-02-03,GEO,-2.862,-7.462,2.238,67.914,79.07,4.358,country_area_weighted_mean,6,synthetic
2020-02-03,ISR,4.771,0.171,9.871,46.004,66.62,3.92,country_area_weighted_mean,6,synthetic
2020-02-03,EGY,11.456,6.856,16.556,33.301,65.64,3.666,country_area_weighted_mean,6,synthetic
2020-02-03,TUN,2.267,-2.333,7.367,24.704,61.79,3.494,country_area_weighted_mean,6,synthetic
2020-02-03,MAR,8.305,3.705,13.405,33.881,67.34,3.678,country_area_weighted_mean,6,synthetic
2020-02-10,FRA,-4.764,-9.364,0.336,44.882,80.71,3.898,country_area_weighted_mean,6,synthetic
2020-02-10,DEU,-7.25,-11.85,-2.15,27.309,73.46,3.546,country_area_weighted_mean,6,synthetic
2020-02-10,NLD,-9.072,-13.672,-3.972,55.695,81.65,4.114,country_area_weighted_mean,6,synthetic
2020-02-10,BEL,-8.046,-12.646,-2.946,32.347,80.56,3.647,country_area_weighted_mean,6,synthetic
2020-02-10,ITA,-0.94,-5.54,4.16,42.618,73.53,3.852,country_area_weighted_mean,6,synthetic
2020-02-10,ESP,-2.187,-6.787,2.913,46.304,78.08,3.926,country_area_weighted_mean,6,synthetic
2020-02-10,POL,-10.397,-14.997,-5.297,49.759,81.82,3.995,country_area_weighted_mean,6,synthetic
2020-02-10,HUN,-5.561,-10.161,-0.461,33.028,69.42,3.661,country_area_weighted_mean,6,synthetic
2020-02-10,ROU,-5.206,-9.806,-0.106,85.401,84.82,4.708,country_area_weighted_mean,6,synthetic
2020-02-10,BGR,-5.423,-10.023,-0.323,53.84,77.82,4.077,country_area_weighted_mean,6,synthetic
2020-02-10,SRB,-1.319,-5.919,3.781,58.183,75.29,4.164,country_area_weighted_mean,6,synthetic
2020-02-10,UKR,-7.851,-12.451,-2.751,23.329,69.36,3.467,country_area_weighted_mean,6,synthetic
2020-02-10,MDA,-3.214,-7.814,1.886,59.393,80.43,4.188,country_area_weighted_mean,6,synthetic
2020-02-10,RUS,-11.081,-15.681,-5.981,26.785,75.51,3.536,country_area_weighted_mean,6,synthetic
2020-02-10,TUR,0.257,-4.343,5.357,22.15,69.42,3.443,country_area_weighted_mean,6,synthetic
2020-02-10,GEO,-2.155,-6.755,2.945,25.207,65.56,3.504,country_area_weighted_mean,6,synthetic
2020-02-10,ISR,2.507,-2.093,7.607,37.058,65.71,3.741,country_area_weighted_mean,6,synthetic
2020-02-10,EGY,11.827,7.227,16.927,38.841,66.91,3.777,country_area_weighted_mean,6,synthetic
2020-02-10,TUN,2.306,-2.294,7.406,45.328,68.6,3.907,country_area_weighted_mean,6,synthetic
2020-02-10,MAR,6.177,1.577,11.277,44.096,67.59,3.882,country_area_weighted_mean,6,synthetic
2020-02-17,FRA,-3.596,-8.196,1.504,36.232,76.4,3.725,country_area_weighted_mean,6,synthetic
2020-02-17,DEU,-5.573,-10.173,-0.473,22.046,70.62,3.441,country_area_weighted_mean,6,synthetic
2020-02-17,NLD,-9.616,-14.216,-4.516,42.768,77.04,3.855,country_area_weighted_mean,6,synthetic
2020-02-17,BEL,-9.402,-14.002,-4.302,46.172,81.94,3.923,country_area_weighted_mean,6,synthetic
2020-02-17,ITA,-0.809,-5.409,4.291,38.243,71.99,3.765,country_area_weighted_mean,6,synthetic
2020-02-17,ESP,-1.922,-6.522,3.178,81.221,88.41,4.624,country_area_weighted_mean,6,synthetic
2020-02-17,POL,-9.241,-13.841,-4.141,40.642,75.05,3.813,country_area_weighted_mean,6,synthetic
2020-02-17,HUN,-4.114,-8.714,0.986,47.387,75.13,3.948,country_area_weighted_mean,6,synthetic
2020-02-17,ROU,-5.153,-9.753,-0.053,60.694,79.97,4.214,country_area_weighted_mean,6,synthetic
2020-02-17,BGR,-1.102,-5.702,3.998,47.966,73.19,3.959,country_area_weighted_mean,6,synthetic
2020-02-17,SRB,-0.422,-5.022,4.678,24.984,61.82,3.5,country_area_weighted_mean,6,synthetic
2020-02-17,UKR,-6.149,-10.749,-1.049,30.526,73.2,3.611,country_area_weighted_mean,6,synthetic
2020-02-17,MDA,-1.653,-6.253,3.447,66.239,79.3,4.325,country_area_weighted_mean,6,synthetic
2020-02-17,RUS,-12.844,-17.444,-7.744,45.937,82.16,3.919,country_area_weighted_mean,6,synthetic
2020-02-17,TUR,-0.395,-4.995,4.705,23.395,70.16,3.468,country_area_weighted_mean,6,synthetic
2020-02-17,GEO,-0.947,-5.547,4.153,21.907,66.07,3.438,country_area_weighted_mean,6,synthetic
2020-02-17,ISR,3.632,-0.968,8.732,41.525,73.52,3.831,country_area_weighted_mean,6,synthetic
2020-02-17,EGY,10.172,5.572,15.272,26.708,64.75,3.534,country_area_weighted_mean,6,synthetic
2020-02-17,TUN,1.291,-3.309,6.391,34.59,65.56,3.692,country_area_weighted_mean,6,synthetic
2020-02-17,MAR,8.323,3.723,13.423,33.114,68.72,3.662,country_area_weighted_mean,6,synthetic
2020-02-24,FRA,-4.387,-8.987,0.713,32.995,74.75,3.66,country_area_weighted_mean,6,synthetic
2020-02-24,DEU,-6.161,-10.761,-1.061,27.996,68.55,3.56,country_area_weighted_mean,6,synthetic
2020-02-24,NLD,-5.979,-10.579,-0.879,21.092,69.92,3.422,country_area_weighted_mean,6,synthetic
2020-02-24,BEL,-8.693,-13.293,-3.593,52.279,77.23,4.046,country_area_weighted_mean,6,synthetic
2020-02-24,ITA,-1.529,-6.129,3.571,33.482,72.33,3.67,country_area_weighted_mean,6,synthetic
2020-02-24,ESP,-0.94,-5.54,4.16,40.956,72.83,3.819,country_area_weighted_mean,6,synthetic
2020-02-24,POL,-8.973,-13.573,-3.873,38.892,72.16,3.778,country_area_weighted_mean,6,synthetic
2020-02-24,HUN,-3.567,-8.167,1.533,52.716,76.52,4.054,country_area_weighted_mean,6,synthetic
2020-02-24,ROU,-2.573,-7.173,2.527,78.843,77.19,4.577,country_area_weighted_mean,6,synthetic
2020-02-24,BGR,-2.431,-7.031,2.669,52.592,77.43,4.052,country_area_weighted_mean,6,synthetic
2020-02-24,SRB,0.805,-3.795,5.905,32.342,63.49,3.647,country_area_weighted_mean,6,synthetic
2020-02-24,UKR,-6.08,-10.68,-0.98,30.526,72.39,3.611,country_area_weighted_mean,6,synthetic
2020-02-24,MDA,-1.878,-6.478,3.222,41.721,75.7,3.834,country_area_weighted_mean,6,synthetic
2020-02-24,RUS,-9.769,-14.369,-4.669,54.15,82.63,4.083,country_area_weighted_mean,6,synthetic
2020-02-24,TUR,0.233,-4.367,5.333,19.623,67.27,3.392,country_area_weighted_mean,6,synthetic
2020-02-24,GEO,0.493,-4.107,5.593,47.759,75.42,3.955,country_area_weighted_mean,6,synthetic
2020-02-24,ISR,7.842,3.242,12.942,61.175,73.63,4.224,country_area_weighted_mean,6,synthetic
2020-02-24,EGY,10.761,6.161,15.861,26.448,62.68,3.529,country_area_weighted_mean,6,synthetic
2020-02-24,TUN,2.393,-2.207,7.493,34.064,71.72,3.681,country_area_weighted_mean,6,synthetic
2020-02-24,MAR,8.295,3.695,13.395,36.508,72.19,3.73,country_area_weighted_mean,6,synthetic
2020-03-02,FRA,-3.59,-8.19,1.51,44.113,77.17,3.882,country_area_weighted_mean,6,synthetic
2020-03-02,DEU,-4.1,-8.7,1.0,22.184,71.16,3.444,country_area_weighted_mean,6,synthetic
2020-03-02,NLD,-5.601,-10.201,-0.501,32.552,74.43,3.651,country_area_weighted_mean,6,synthetic
2020-03-02,BEL,-7.043,-11.643,-1.943,27.63,66.15,3.553,country_area_weighted_mean,6,synthetic
2020-03-02,ITA,-0.433,-5.033,4.667,38.671,69.81,3.773,country_area_weighted_mean,6,synthetic
2020-03-02,ESP,0.712,-3.888,5.812,35.948,68.52,3.719,country_area_weighted_mean,6,synthetic
2020-03-02,POL,-8.161,-12.761,-3.061,33.692,76.63,3.674,country_area_weighted_mean,6,synthetic
2020-03-02,HUN,-3.056,-7.656,2.044,39.069,74.81,3.781,country_area_weighted_mean,6,synthetic
2020-03-02,ROU,-1.7,-6.3,3.4,30.065,65.42,3.601,country_area_weighted_mean,6,synthetic
2020-03-02,BGR,-2.607,-7.207,2.493,52.744,72.65,4.055,country_area_weighted_mean,6,synthetic
2020-03-02,SRB,1.546,-3.054,6.646,50.895,62.89,4.018,country_area_weighted_mean,6,synthetic
2020-03-02,UKR,-3.8,-8.4,1.3,53.445,79.72,4.069,country_area_weighted_mean,6,synthetic
2020-03-02,MDA,-2.283,-6.883,2.817,38.383,74.22,3.768,country_area_weighted_mean,6,synthetic
2020-03-02,RUS,-10.088,-14.688,-4.988,49.558,78.43,3.991,country_area_weighted_mean,6,synthetic
2020-03-02,TUR,2.177,-2.423,7.277,39.142,68.01,3.783,country_area_weighted_mean,6,synthetic
2020-03-02,GEO,1.377,-3.223,6.477,40.138,73.64,3.803,country_area_weighted_mean,6,synthetic
2020-03-02,ISR,9.829,5.229,14.929,44.193,67.02,3.884,country_area_weighted_mean,6,synthetic
2020-03-02,EGY,10.082,5.482,15.182,39.554,66.53,3.791,country_area_weighted_mean,6,synthetic
2020-03-02,TUN,4.201,-0.399,9.301,33.848,69.69,3.677,country_area_weighted_mean,6,synthetic
2020-03-02,MAR,8.641,4.041,13.741,53.418,74.02,4.068,country_area_weighted_mean,6,synthetic
2020-03-09,FRA,-3.244,-7.844,1.856,72.372,83.48,4.447,country_area_weighted_mean,6,synthetic
2020-03-09,DEU,-3.77,-8.37,1.33,46.885,74.38,3.938,country_area_weighted_mean,6,synthetic
2020-03-09,NLD,-5.889,-10.489,-0.789,54.246,78.2,4.085,country_area_weighted_mean,6,synthetic
2020-03-09,BEL,-6.038,-10.638,-0.938,32.904,70.68,3.658,country_area_weighted_mean,6,synthetic
2020-03-09,ITA,1.361,-3.239,6.461,41.862,72.38,3.837,country_area_weighted_mean,6,synthetic
2020-03-09,ESP,2.566,-2.034,7.666,41.941,69.37,3.839,country_area_weighted_mean,6,synthetic
2020-03-09,POL,-6.747,-11.347,-1.647,34.032,72.17,3.681,country_area_weighted_mean,6,synthetic
2020-03-09,HUN,-2.108,-6.708,2.992,60.452,77.11,4.209,country_area_weighted_mean,6,synthetic
2020-03-09,ROU,-1.64,-6.24,3.46,44.535,70.71,3.891,country_area_weighted_mean,6,synthetic
2020-03-09,BGR,-1.006,-5.606,4.094,32.128,66.2,3.643,country_area_weighted_mean,6,synthetic
2020-03-09,SRB,3.164,-1.436,8.264,48.4,67.64,3.968,country_area_weighted_mean,6,synthetic
2020-03-09,UKR,-0.048,-4.648,5.052,67.788,82.07,4.356,country_area_weighted_mean,6,synthetic
2020-03-09,MDA,-3.179,-7.779,1.921,18.453,70.36,3.369,country_area_weighted_mean,6,synthetic
2020-03-09,RUS,-8.443,-13.043,-3.343,46.505,79.2,3.93,country_area_weighted_mean,6,synthetic
2020-03-09,TUR,4.549,-0.051,9.649,66.456,75.38,4.329,country_area_weighted_mean,6,synthetic
2020-03-09,GEO,1.802,-2.798,6.902,41.558,70.92,3.831,country_area_weighted_mean,6,synthetic
2020-03-09,ISR,9.837,5.237,14.937,27.249,59.4,3.545,country_area_weighted_mean,6,synthetic
2020-03-09,EGY,10.131,5.531,15.231,30.087,62.72,3.602,country_area_weighted_mean,6,synthetic
2020-03-09,TUN,5.364,0.764,10.464,28.691,63.16,3.574,country_area_weighted_mean,6,synthetic
2020-03-09,MAR,7.236,2.636,12.336,43.197,68.46,3.864,country_area_weighted_mean,6,synthetic
2020-03-16,FRA,-1.48,-6.08,3.62,72.913,79.48,4.458,country_area_weighted_mean,6,synthetic
2020-03-16,DEU,-2.86,-7.46,2.24,29.92,69.29,3.598,country_area_weighted_mean,6,synthetic
2020-03-16,NLD,-4.93,-9.53,0.17,43.224,75.41,3.864,country_area_weighted_mean,6,synthetic
2020-03-16,BEL,-3.112,-7.712,1.988,64.1,85.13,4.282,country_area_weighted_mean,6,synthetic
2020-03-16,ITA,0.905,-3.695,6.005,21.392,63.75,3.428,country_area_weighted_mean,6,synthetic
2020-03-16,ESP,2.91,-1.69,8.01,58.585,80.05,4.172,country_area_weighted_mean,6,synthetic
2020-03-16,POL,-3.981,-8.581,1.119,22.113,70.56,3.442,country_area_weighted_mean,6,synthetic
2020-03-16,HUN,-0.467,-5.067,4.633,57.546,77.0,4.151,country_area_weighted_mean,6,synthetic
2020-03-16,ROU,-1.439,-6.039,3.661,41.828,74.21,3.837,country_area_weighted_mean,6,synthetic
2020-03-16,BGR,1.059,-3.541,6.159,23.393,65.07,3.468,country_area_weighted_mean,6,synthetic
2020-03-16,SRB,2.889,-1.711,7.989,45.642,66.89,3.913,country_area_weighted_mean,6,synthetic
2020-03-16,UKR,-0.119,-4.719,4.981,49.26,76.83,3.985,country_area_weighted_mean,6,synthetic
2020-03-16,MDA,-2.401,-7.001,2.699,28.856,75.01,3.577,country_area_weighted_mean,6,synthetic
2020-03-16,RUS,-6.173,-10.773,-1.073,62.005,82.61,4.24,country_area_weighted_mean,6,synthetic
2020-03-16,TUR,4.538,-0.062,9.638,43.285,69.14,3.866,country_area_weighted_mean,6,synthetic
2020-03-16,GEO,2.479,-2.121,7.579,46.246,70.41,3.925,country_area_weighted_mean,6,synthetic
2020-03-16,ISR,9.516,4.916,14.616,36.528,65.86,3.731,country_area_weighted_mean,6,synthetic
2020-03-16,EGY,12.769,8.169,17.869,24.204,58.04,3.484,country_area_weighted_mean,6,synthetic
2020-03-16,TUN,8.581,3.981,13.681,35.03,66.24,3.701,country_area_weighted_mean,6,synthetic
2020-03-16,MAR,9.111,4.511,14.211,34.216,66.0,3.684,country_area_weighted_mean,6,synthetic
2020-03-23,FRA,-2.722,-7.322,2.378,40.574,69.77,3.811,country_area_weighted_mean,6,synthetic
2020-03-23,DEU,-1.482,-6.082,3.618,37.775,68.61,3.756,country_area_weighted_mean,6,synthetic
2020-03-23,NLD,-3.063,-7.663,2.037,25.735,66.49,3.515,country_area_weighted_mean,6,synthetic
2020-03-23,BEL,-2.93,-7.53,2.17,53.455,80.74,4.069,country_area_weighted_mean,6,synthetic
2020-03-23,ITA,3.231,-1.369,8.331,27.005,68.36,3.54,country_area_weighted_mean,6,synthetic
2020-03-23,ESP,3.139,-1.461,8.239,45.895,71.01,3.918,country_area_weighted_mean,6,synthetic
2020-03-23,POL,0.544,-4.056,5.644,24.307,71.11,3.486,country_area_weighted_mean,6,synthetic
2020-03-23,HUN,0.607,-3.993,5.707,58.707,77.61,4.174,country_area_weighted_mean,6,synthetic
2020-03-23,ROU,-0.372,-4.972,4.728,65.257,77.81,4.305,country_area_weighted_mean,6,synthetic
2020-03-23,BGR,3.073,-1.527,8.173,31.006,66.1,3.62,country_area_weighted_mean,6,synthetic
2020-03-23,SRB,4.259,-0.341,9.359,43.321,67.55,3.866,country_area_weighted_mean,6,synthetic
2020-03-23,UKR,-0.463,-5.063,4.637,33.087,75.36,3.662,country_area_weighted_mean,6,synthetic
2020-03-23,MDA,0.345,-4.255,5.445,22.98,67.77,3.46,country_area_weighted_mean,6,synthetic
2020-03-23,RUS,-5.995,-10.595,-0.895,54.094,83.88,4.082,country_area_weighted_mean,6,synthetic
2020-03-23,TUR,4.11,-0.49,9.21,49.87,73.54,3.997,country_area_weighted_mean,6,synthetic
2020-03-23,GEO,1.671,-2.929,6.771,53.992,74.07,4.08,country_area_weighted_mean,6,synthetic
2020-03-23,ISR,12.166,7.566,17.266,30.01,67.5,3.6,country_area_weighted_mean,6,synthetic
2020-03-23,EGY,13.005,8.405,18.105,60.96,71.32,4.219,country_area_weighted_mean,6,synthetic
2020-03-23,TUN,8.572,3.972,13.672,40.477,70.22,3.81,country_area_weighted_mean,6,synthetic
2020-03-23,MAR,11.123,6.523,16.223,38.878,64.13,3.778,country_area_weighted_mean,6,synthetic
2020-03-30,FRA,0.073,-4.527,5.173,59.596,77.04,4.192,country_area_weighted_mean,6,synthetic
2020-03-30,DEU,-0.31,-4.91,4.79,21.082,65.62,3.422,country_area_weighted_mean,6,synthetic
2020-03-30,NLD,-3.654,-8.254,1.446,29.891,63.99,3.598,country_area_weighted_mean,6,synthetic
2020-03-30,BEL,-4.154,-8.754,0.946,54.911,74.84,4.098,country_area_weighted_mean,6,synthetic
2020-03-30,ITA,4.845,0.245,9.945,24.841,64.53,3.497,country_area_weighted_mean,6,synthetic
2020-03-30,ESP,5.659,1.059,10.759,68.508,75.27,4.37,country_area_weighted_mean,6,synthetic
2020-03-30,POL,1.254,-3.346,6.354,42.353,72.49,3.847,country_area_weighted_mean,6,synthetic
2020-03-30,HUN,1.76,-2.84,6.86,47.071,70.5,3.941,country_area_weighted_mean,6,synthetic
2020-03-30,ROU,1.656,-2.944,6.756,70.767,74.39,4.415,country_area_weighted_mean,6,synthetic
2020-03-30,BGR,2.667,-1.933,7.767,38.993,66.68,3.78,country_area_weighted_mean,6,synthetic
2020-03-30,SRB,4.893,0.293,9.993,58.877,74.02,4.178,country_area_weighted_mean,6,synthetic
2020-03-30,UKR,1.696,-2.904,6.796,30.257,74.3,3.605,country_area_weighted_mean,6,synthetic
