week_start,iso3,skin_temperature_c,soil_temperature_l1_c,volumetric_soil_water_l1,snow_depth_m,aggregation,release_lag_days,data_realism
2020-02-03,SRB,-3.16,-2.351,0.4364,0.076,country_area_weighted_mean,6,synthetic
2020-02-03,UKR,-6.141,-5.188,0.3079,0.1127,country_area_weighted_mean,6,synthetic
2020-02-03,MDA,-5.458,-5.004,0.3678,0.0977,country_area_weighted_mean,6,synthetic
2020-02-03,RUS,-10.447,-8.685,0.2859,0.1597,country_area_weighted_mean,6,synthetic
2020-02-03,TUR,-0.543,0.504,0.2943,0.0393,country_area_weighted_mean,6,synthetic
2020-02-03,GEO,-2.268,-1.673,0.4513,0.0544,country_area_weighted_mean,6,synthetic
2020-02-03,ISR,5.881,5.591,0.3663,0.0,country_area_weighted_mean,6,synthetic
2020-02-03,EGY,12.564,10.329,0.2854,0.0,country_area_weighted_mean,6,synthetic
2020-02-03,TUN,2.886,2.791,0.2635,0.0,country_area_weighted_mean,6,synthetic
2020-02-03,MAR,8.226,8.005,0.3036,0.0,country_area_weighted_mean,6,synthetic
2020-02-10,FRA,-3.779,-3.163,0.3499,0.088,country_area_weighted_mean,6,synthetic
2020-02-10,DEU,-6.317,-5.988,0.2985,0.1087,country_area_weighted_mean,6,synthetic
2020-02-10,NLD,-8.953,-5.904,0.3722,0.1374,country_area_weighted_mean,6,synthetic
2020-02-10,BEL,-7.39,-5.472,0.3133,0.1226,country_area_weighted_mean,6,synthetic
2020-02-10,ITA,-0.753,1.157,0.3402,0.0413,country_area_weighted_mean,6,synthetic
2020-02-10,ESP,-0.756,-0.648,0.3875,0.043,country_area_weighted_mean,6,synthetic
2020-02-10,POL,-9.622,-7.768,0.3844,0.1414,country_area_weighted_mean,6,synthetic
2020-02-10,HUN,-4.856,-3.45,0.3066,0.0933,country_area_weighted_mean,6,synthetic
2020-02-10,ROU,-4.456,-2.351,0.5291,0.083,country_area_weighted_mean,6,synthetic
2020-02-10,BGR,-4.639,-3.578,0.387,0.0857,country_area_weighted_mean,6,synthetic
2020-02-10,SRB,-0.379,0.064,0.4265,0.0338,country_area_weighted_mean,6,synthetic
2020-02-10,UKR,-7.076,-5.563,0.2672,0.1124,country_area_weighted_mean,6,synthetic
2020-02-10,MDA,-2.338,-1.267,0.406,0.0705,country_area_weighted_mean,6,synthetic
2020-02-10,RUS,-9.734,-8.328,0.2687,0.1574,country_area_weighted_mean,6,synthetic
2020-02-10,TUR,1.046,1.652,0.2779,0.0192,country_area_weighted_mean,6,synthetic
2020-02-10,GEO,-1.652,0.178,0.305,0.0478,country_area_weighted_mean,6,synthetic
2020-02-10,ISR,3.191,3.643,0.3177,0.0,country_area_weighted_mean,6,synthetic
2020-02-10,EGY,12.856,11.7,0.3319,0.0,country_area_weighted_mean,6,synthetic
2020-02-10,TUN,3.348,2.506,0.3434,0.0,country_area_weighted_mean,6,synthetic
2020-02-10,MAR,6.47,5.649,0.332,0.0,country_area_weighted_mean,6,synthetic
2020-02-17,FRA,-2.879,-2.018,0.3411,0.0689,country_area_weighted_mean,6,synthetic
2020-02-17,DEU,-4.747,-3.389,0.2338,0.0879,country_area_weighted_mean,6,synthetic
2020-02-17,NLD,-8.616,-6.791,0.3516,0.1422,country_area_weighted_mean,6,synthetic
2020-02-17,BEL,-8.367,-7.366,0.3489,0.1385,country_area_weighted_mean,6,synthetic
2020-02-17,ITA,0.075,0.25,0.3183,0.0292,country_area_weighted_mean,6,synthetic
2020-02-17,ESP,-1.509,-0.126,0.5108,0.045,country_area_weighted_mean,6,synthetic
2020-02-17,POL,-8.545,-6.918,0.3808,0.1396,country_area_weighted_mean,6,synthetic
2020-02-17,HUN,-3.058,-1.37,0.3563,0.0728,country_area_weighted_mean,6,synthetic
2020-02-17,ROU,-4.897,-3.944,0.4241,0.0802,country_area_weighted_mean,6,synthetic
2020-02-17,BGR,0.087,1.156,0.3825,0.0349,country_area_weighted_mean,6,synthetic
2020-02-17,SRB,-0.165,0.741,0.2938,0.0319,country_area_weighted_mean,6,synthetic
2020-02-17,UKR,-5.005,-3.926,0.3346,0.096,country_area_weighted_mean,6,synthetic
2020-02-17,MDA,-0.802,-0.296,0.4361,0.0483,country_area_weighted_mean,6,synthetic
2020-02-17,RUS,-12.045,-10.212,0.3457,0.179,country_area_weighted_mean,6,synthetic
2020-02-17,TUR,0.42,1.795,0.2645,0.0282,country_area_weighted_mean,6,synthetic
2020-02-17,GEO,-0.258,-0.032,0.2557,0.0393,country_area_weighted_mean,6,synthetic
2020-02-17,ISR,4.767,5.248,0.3383,0.0,country_area_weighted_mean,6,synthetic
2020-02-17,EGY,10.604,9.869,0.2984,0.0,country_area_weighted_mean,6,synthetic
2020-02-17,TUN,1.852,2.708,0.3151,0.0004,country_area_weighted_mean,6,synthetic
2020-02-17,MAR,9.512,8.907,0.3225,0.0,country_area_weighted_mean,6,synthetic
2020-02-24,FRA,-3.858,-2.209,0.2909,0.0749,country_area_weighted_mean,6,synthetic
2020-02-24,DEU,-5.518,-3.932,0.3107,0.0895,country_area_weighted_mean,6,synthetic
2020-02-24,NLD,-4.559,-4.306,0.2753,0.0905,country_area_weighted_mean,6,synthetic
2020-02-24,BEL,-7.8,-5.372,0.402,0.1333,country_area_weighted_mean,6,synthetic
2020-02-24,ITA,-0.551,0.265,0.2905,0.0412,country_area_weighted_mean,6,synthetic
2020-02-24,ESP,-0.275,1.295,0.3321,0.0382,country_area_weighted_mean,6,synthetic
2020-02-24,POL,-7.561,-6.956,0.3712,0.129,country_area_weighted_mean,6,synthetic
2020-02-24,HUN,-2.351,-1.84,0.4141,0.0727,country_area_weighted_mean,6,synthetic
2020-02-24,ROU,-2.289,-1.043,0.5007,0.0575,country_area_weighted_mean,6,synthetic
2020-02-24,BGR,-1.635,-1.363,0.4087,0.0523,country_area_weighted_mean,6,synthetic
2020-02-24,SRB,1.802,2.159,0.3164,0.0038,country_area_weighted_mean,6,synthetic
2020-02-24,UKR,-5.277,-4.489,0.2783,0.0967,country_area_weighted_mean,6,synthetic
2020-02-24,MDA,-0.166,-0.44,0.334,0.0385,country_area_weighted_mean,6,synthetic
2020-02-24,RUS,-9.041,-8.105,0.3752,0.1427,country_area_weighted_mean,6,synthetic
2020-02-24,TUR,1.206,0.874,0.2335,0.0204,country_area_weighted_mean,6,synthetic
2020-02-24,GEO,1.293,1.519,0.39,0.0217,country_area_weighted_mean,6,synthetic
2020-02-24,ISR,8.587,7.412,0.4229,0.0,country_area_weighted_mean,6,synthetic
2020-02-24,EGY,11.296,9.627,0.2773,0.0,country_area_weighted_mean,6,synthetic
2020-02-24,TUN,3.971,2.541,0.3158,0.0009,country_area_weighted_mean,6,synthetic
2020-02-24,MAR,8.683,8.615,0.3319,0.0,country_area_weighted_mean,6,synthetic
2020-03-02,FRA,-2.249,-1.471,0.3353,0.0659,country_area_weighted_mean,6,synthetic
2020-03-02,DEU,-3.045,-2.423,0.278,0.0793,country_area_weighted_mean,6,synthetic
2020-03-02,NLD,-3.92,-4.091,0.2579,0.0947,country_area_weighted_mean,6,synthetic
2020-03-02,BEL,-6.031,-5.405,0.3138,0.1121,country_area_weighted_mean,6,synthetic
2020-03-02,ITA,-0.123,0.509,0.341,0.0337,country_area_weighted_mean,6,synthetic
2020-03-02,ESP,0.792,1.169,0.3267,0.0208,country_area_weighted_mean,6,synthetic
2020-03-02,POL,-7.559,-5.913,0.3234,0.1222,country_area_weighted_mean,6,synthetic
2020-03-02,HUN,-2.125,-1.187,0.35,0.0572,country_area_weighted_mean,6,synthetic
2020-03-02,ROU,-0.148,0.007,0.2711,0.0428,country_area_weighted_mean,6,synthetic
2020-03-02,BGR,-1.269,-0.167,0.3885,0.062,country_area_weighted_mean,6,synthetic
2020-03-02,SRB,2.339,2.787,0.3735,0.0112,country_area_weighted_mean,6,synthetic
2020-03-02,UKR,-2.864,-1.455,0.3987,0.0729,country_area_weighted_mean,6,synthetic
2020-03-02,MDA,-1.486,0.274,0.3546,0.0548,country_area_weighted_mean,6,synthetic
2020-03-02,RUS,-9.692,-7.75,0.3885,0.1455,country_area_weighted_mean,6,synthetic
2020-03-02,TUR,2.744,3.198,0.3266,0.0,country_area_weighted_mean,6,synthetic
2020-03-02,GEO,2.351,2.664,0.3592,0.006,country_area_weighted_mean,6,synthetic
2020-03-02,ISR,10.06,8.838,0.3599,0.0,country_area_weighted_mean,6,synthetic
2020-03-02,EGY,10.118,10.575,0.3486,0.0,country_area_weighted_mean,6,synthetic
2020-03-02,TUN,4.348,4.806,0.3153,0.0,country_area_weighted_mean,6,synthetic
2020-03-02,MAR,8.911,8.727,0.3874,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,FRA,-2.265,-1.521,0.4857,0.066,country_area_weighted_mean,6,synthetic
2020-03-09,DEU,-3.021,-1.511,0.3716,0.0715,country_area_weighted_mean,6,synthetic
2020-03-09,NLD,-5.257,-2.964,0.3817,0.0916,country_area_weighted_mean,6,synthetic
2020-03-09,BEL,-4.822,-3.796,0.2879,0.0963,country_area_weighted_mean,6,synthetic
2020-03-09,ITA,1.392,2.946,0.3832,0.0047,country_area_weighted_mean,6,synthetic
2020-03-09,ESP,3.662,3.678,0.3611,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,POL,-5.611,-4.143,0.3056,0.1092,country_area_weighted_mean,6,synthetic
2020-03-09,HUN,-1.796,-0.714,0.4523,0.0487,country_area_weighted_mean,6,synthetic
2020-03-09,ROU,-1.18,-0.791,0.3573,0.0406,country_area_weighted_mean,6,synthetic
2020-03-09,BGR,-0.244,0.972,0.304,0.0386,country_area_weighted_mean,6,synthetic
2020-03-09,SRB,4.074,3.432,0.3882,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,UKR,1.143,1.799,0.4469,0.0299,country_area_weighted_mean,6,synthetic
2020-03-09,MDA,-2.716,-2.597,0.2657,0.0604,country_area_weighted_mean,6,synthetic
2020-03-09,RUS,-7.516,-6.266,0.3782,0.1269,country_area_weighted_mean,6,synthetic
2020-03-09,TUR,5.397,4.841,0.4573,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,GEO,1.959,3.574,0.3485,0.0082,country_area_weighted_mean,6,synthetic
2020-03-09,ISR,10.009,9.494,0.2811,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,EGY,11.218,9.629,0.2792,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,TUN,6.064,6.243,0.313,0.0,country_area_weighted_mean,6,synthetic
2020-03-09,MAR,8.103,7.56,0.3589,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,FRA,0.032,-0.12,0.4619,0.0424,country_area_weighted_mean,6,synthetic
2020-03-16,DEU,-1.886,-2.125,0.3172,0.0545,country_area_weighted_mean,6,synthetic
2020-03-16,NLD,-4.126,-2.455,0.3468,0.0872,country_area_weighted_mean,6,synthetic
2020-03-16,BEL,-2.666,-1.602,0.4646,0.0571,country_area_weighted_mean,6,synthetic
2020-03-16,ITA,1.002,2.812,0.2587,0.0044,country_area_weighted_mean,6,synthetic
2020-03-16,ESP,3.854,4.587,0.3971,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,POL,-3.057,-2.048,0.238,0.0695,country_area_weighted_mean,6,synthetic
2020-03-16,HUN,0.201,1.705,0.3965,0.0339,country_area_weighted_mean,6,synthetic
2020-03-16,ROU,-0.782,0.658,0.3394,0.0457,country_area_weighted_mean,6,synthetic
2020-03-16,BGR,1.606,2.956,0.2687,0.0137,country_area_weighted_mean,6,synthetic
2020-03-16,SRB,3.812,4.271,0.3916,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,UKR,0.994,1.72,0.3793,0.0319,country_area_weighted_mean,6,synthetic
2020-03-16,MDA,-1.553,-0.341,0.2945,0.0491,country_area_weighted_mean,6,synthetic
2020-03-16,RUS,-5.141,-3.62,0.4325,0.0941,country_area_weighted_mean,6,synthetic
2020-03-16,TUR,4.996,4.621,0.3613,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,GEO,3.202,3.329,0.3477,0.0043,country_area_weighted_mean,6,synthetic
2020-03-16,ISR,10.566,8.447,0.3357,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,EGY,13.213,12.233,0.2928,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,TUN,9.236,8.244,0.3174,0.0,country_area_weighted_mean,6,synthetic
2020-03-16,MAR,10.33,10.029,0.3225,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,FRA,-1.712,-0.262,0.3217,0.0503,country_area_weighted_mean,6,synthetic
2020-03-23,DEU,-0.727,-0.637,0.323,0.043,country_area_weighted_mean,6,synthetic
2020-03-23,NLD,-1.858,-1.988,0.2679,0.0634,country_area_weighted_mean,6,synthetic
2020-03-23,BEL,-1.885,-2.141,0.4018,0.0667,country_area_weighted_mean,6,synthetic
2020-03-23,ITA,4.233,5.106,0.2945,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,ESP,3.438,2.929,0.3776,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,POL,1.402,1.513,0.2856,0.0207,country_area_weighted_mean,6,synthetic
2020-03-23,HUN,1.578,1.838,0.4242,0.0217,country_area_weighted_mean,6,synthetic
2020-03-23,ROU,0.588,1.717,0.4435,0.0357,country_area_weighted_mean,6,synthetic
2020-03-23,BGR,3.838,3.65,0.3005,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,SRB,5.289,4.581,0.366,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,UKR,0.439,0.771,0.3079,0.0293,country_area_weighted_mean,6,synthetic
2020-03-23,MDA,0.908,2.025,0.2852,0.026,country_area_weighted_mean,6,synthetic
2020-03-23,RUS,-4.841,-3.65,0.3994,0.0978,country_area_weighted_mean,6,synthetic
2020-03-23,TUR,5.2,4.274,0.3709,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,GEO,2.405,3.044,0.3904,0.0046,country_area_weighted_mean,6,synthetic
2020-03-23,ISR,13.296,11.352,0.2947,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,EGY,13.628,12.338,0.4074,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,TUN,9.097,8.649,0.3408,0.0,country_area_weighted_mean,6,synthetic
2020-03-23,MAR,12.245,10.941,0.3402,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,FRA,1.269,2.331,0.4277,0.0228,country_area_weighted_mean,6,synthetic
2020-03-30,DEU,0.201,0.204,0.2452,0.0281,country_area_weighted_mean,6,synthetic
2020-03-30,NLD,-2.501,-1.943,0.3074,0.0613,country_area_weighted_mean,6,synthetic
2020-03-30,BEL,-3.032,-2.631,0.3996,0.0772,country_area_weighted_mean,6,synthetic
2020-03-30,ITA,5.052,5.631,0.2827,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,ESP,6.213,5.636,0.4606,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,POL,1.469,1.983,0.3389,0.0108,country_area_weighted_mean,6,synthetic
2020-03-30,HUN,2.897,2.917,0.3566,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,ROU,2.449,2.986,0.4795,0.0049,country_area_weighted_mean,6,synthetic
2020-03-30,BGR,4.02,4.919,0.3419,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,SRB,6.205,5.507,0.4106,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,UKR,2.129,3.289,0.2913,0.0101,country_area_weighted_mean,6,synthetic
2020-03-30,MDA,4.026,3.824,0.245,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,RUS,-2.131,-1.568,0.365,0.0644,country_area_weighted_mean,6,synthetic
2020-03-30,TUR,4.128,3.681,0.2787,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,GEO,3.713,3.255,0.3828,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,ISR,13.887,12.234,0.3559,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,EGY,15.625,13.34,0.3753,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,TUN,9.334,8.33,0.3374,0.0,country_area_weighted_mean,6,synthetic
2020-03-30,MAR,13.694,12.629,0.3948,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,FRA,2.857,3.489,0.4746,0.0054,country_area_weighted_mean,6,synthetic
2020-04-06,DEU,1.989,2.423,0.2911,0.0002,country_area_weighted_mean,6,synthetic
2020-04-06,NLD,-1.135,-0.549,0.2459,0.0443,country_area_weighted_mean,6,synthetic
2020-04-06,BEL,-1.906,-2.476,0.3345,0.0565,country_area_weighted_mean,6,synthetic
2020-04-06,ITA,6.16,6.066,0.2905,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,ESP,7.463,7.057,0.4438,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,POL,3.192,2.747,0.2919,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,HUN,5.921,4.649,0.2984,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,ROU,5.394,4.973,0.3685,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,BGR,5.309,5.008,0.2996,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,SRB,7.001,7.075,0.3934,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,UKR,4.52,4.466,0.2642,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,MDA,5.155,5.374,0.3261,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,RUS,0.729,1.014,0.332,0.0306,country_area_weighted_mean,6,synthetic
2020-04-06,TUR,5.568,5.466,0.3089,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,GEO,4.969,4.947,0.2898,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,ISR,14.466,12.779,0.3204,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,EGY,17.942,16.41,0.2844,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,TUN,10.401,9.639,0.2959,0.0,country_area_weighted_mean,6,synthetic
2020-04-06,MAR,16.214,15.072,0.4014,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,FRA,5.655,6.009,0.5284,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,DEU,2.356,2.952,0.3485,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,NLD,-0.643,0.356,0.3256,0.033,country_area_weighted_mean,6,synthetic
2020-04-13,BEL,2.777,3.566,0.4099,0.0028,country_area_weighted_mean,6,synthetic
2020-04-13,ITA,10.251,9.383,0.3289,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,ESP,7.196,6.52,0.4677,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,POL,2.99,2.875,0.3644,0.004,country_area_weighted_mean,6,synthetic
2020-04-13,HUN,6.104,6.484,0.2853,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,ROU,5.24,5.349,0.3131,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,BGR,6.918,6.36,0.3598,0.0,country_area_weighted_mean,6,synthetic
2020-04-13,SRB,8.984,7.563,0.3733,0.0,country_area_weighted_mean,6,synthetic
